GEOID,NAME,TRACTCE,STATEFP,COUNTYFP,GEOIDFQ,NAMELSAD,INTPTLAT,INTPTLON,median_rent,vacancy_rate_rental,median_rooms,renter_share,owner_share,recent_movers_share,overcrowded_share,rent_burden35_share,bed_0_share,bed_1_share,bed_2_share,bed_3_share,bed_4_share,bed_5p_share
11001003901,39.01,3901,11,1,1400000US11001003901,Census Tract 39.01,38.9254851,-77.0401076,2224.0,6.7,3.5,0.8903712296983759,0.10962877030162413,0.1902552204176334,0.014501160092807424,0.18436482084690553,0.13027989821882952,0.6106870229007634,0.21424936386768448,0.014758269720101781,0.014758269720101781,0.015267175572519083
11001004401,44.01,4401,11,1,1400000US11001004401,Census Tract 44.01,38.9186825,-77.0282129,3230.0,10.9,3.5,0.4954521134296415,0.5045478865703584,0.2108079186730872,0.016051364365971106,0.2861771058315335,0.057615230460921846,0.3787575150300601,0.49799599198396793,0.042585170340681364,0.023046092184368736,0.0
11001001003,10.03,1003,11,1,1400000US11001001003,Census Tract 10.03,38.9492362,-77.0930741,3501.0,0.0,8.1,0.1,0.9,0.06476190476190476,0.0,0.3855421686746988,0.0,0.0,0.04666666666666667,0.41333333333333333,0.3219047619047619,0.2180952380952381
11001003802,38.02,3802,11,1,1400000US11001003802,Census Tract 38.02,38.922971,-77.0393505,2520.0,3.8,3.1,0.6973871733966746,0.3026128266033254,0.25463182897862235,0.033729216152019,0.32716927453769556,0.20372050816696916,0.3915607985480944,0.32441016333938294,0.06760435571687841,0.003629764065335753,0.009074410163339383
11001002703,27.03,2703,11,1,1400000US11001002703,Census Tract 27.03,38.9334921,-77.0397435,1838.0,9.2,3.6,0.5491433724075744,0.4508566275924256,0.25788999098286747,0.018935978358881875,0.38095238095238093,0.1497545008183306,0.29623567921440264,0.3044189852700491,0.14566284779050737,0.06792144026186579,0.03600654664484452
11001003702,37.02,3702,11,1,1400000US11001003702,Census Tract 37.02,38.9249042,-77.0343972,2227.0,6.9,2.7,0.8025099075297226,0.1974900924702774,0.15389696169088507,0.02774108322324967,0.27554438860971525,0.23758228605625373,0.5068821065230401,0.1855176540993417,0.05146618791143028,0.008976660682226212,0.009575104727707959
11001000803,8.03,803,11,1,1400000US11001000803,Census Tract 8.03,38.9336425,-77.0835217,2917.0,13.3,3.9,0.3060747663551402,0.6939252336448598,0.20171339563862928,0.0,0.7680412371134021,0.07707253886010362,0.29015544041450775,0.4410621761658031,0.1878238341968912,0.0,0.0038860103626943004
11001003801,38.01,3801,11,1,1400000US11001003801,Census Tract 38.01,38.9197759,-77.0389415,2112.0,10.2,3.5,0.5727181544633901,0.4272818455366098,0.1374122367101304,0.020060180541624874,0.25569176882662,0.2184557438794727,0.2890772128060264,0.3870056497175141,0.06779661016949153,0.018832391713747645,0.018832391713747645
11001000904,9.04,904,11,1,1400000US11001000904,Census Tract 9.04,38.9366243,-77.1036767,1324.0,10.8,10.0,0.23509655751469352,0.7649034424853065,0.08228379513014274,0.0,0.3178294573643411,0.011737089201877934,0.15023474178403756,0.04929577464788732,0.11580594679186229,0.2715179968701095,0.4014084507042254
11001000704,7.04,704,11,1,1400000US11001000704,Census Tract 7.04,38.9300215,-77.0752384,1817.0,7.8,3.3,0.6502057613168725,0.3497942386831276,0.15569272976680384,0.02194787379972565,0.4219409282700422,0.1824985607369027,0.38399539435808866,0.1732872769142199,0.10420264824409903,0.1180195739781232,0.037996545768566495
11001001304,13.04,1304,11,1,1400000US11001001304,Census Tract 13.04,38.9367508,-77.0554702,2282.0,0.7,2.9,0.7860714285714285,0.21392857142857144,0.12607142857142858,0.017857142857142856,0.26587482868889906,0.3060019678583142,0.5480485405050837,0.1197113807805838,0.017054772056411937,0.0045916693998032145,0.0045916693998032145
11001001303,13.03,1303,11,1,1400000US11001001303,Census Tract 13.03,38.9446266,-77.0589323,2258.0,0.0,3.1,0.6581045172719221,0.34189548272807796,0.25022143489813997,0.04074402125775022,0.3006219765031099,0.15849056603773584,0.5735849056603773,0.20167714884696017,0.02012578616352201,0.042767295597484274,0.0033542976939203353
11001002704,27.04,2704,11,1,1400000US11001002704,Census Tract 27.04,38.9345766,-77.0427534,1755.0,13.8,2.0,0.8381538461538461,0.16184615384615383,0.15569230769230769,0.032,0.3443465491923642,0.4553343542623788,0.35273098519652885,0.03879530372639101,0.1138335885655947,0.013782542113323124,0.025523226135783564
11001002503,25.03,2503,11,1,1400000US11001002503,Census Tract 25.03,38.9386375,-77.0271734,1841.0,10.2,2.9,0.7208211143695015,0.27917888563049853,0.1718475073313783,0.05337243401759531,0.13310867733782644,0.10702875399361023,0.5266240681576145,0.12034078807241747,0.12513312034078808,0.11501597444089456,0.005857294994675187
