variable,coef
intercept,-0.3516663721892605
median_rent,0.0008034808188094305
renter_share,-1.0881490283809956
recent_movers_share,-0.07112790870593302
overcrowded_share,-0.26804437540900355
rent_burden35_share,0.6301309462762588
median_rooms,-0.4468955002835115
