variable,coef,std_coef,p_value
median_rooms,-1.8618587676309968,-0.5268410193312596,0.0011579597189055077
renter_share,-7.716679047199808,-0.2917156091936265,0.021666052636006985
median_rent,0.0021088524396487914,0.23633531017846,0.017616652230109994
rent_burden35_share,7.620358616145114,0.2185634202183758,0.02066795951323505
overcrowded_share,-21.960201261384263,-0.11576112934455625,0.02800555193008597
recent_movers_share,-3.728682767944062,-0.0605834315646453,0.5815070427285876
