feature,coefficient
median_rent,0.0012966250160938685
renter_share,-6.0394337958152775
recent_movers_share,-0.9526278922648808
overcrowded_share,-25.390315785033625
median_rooms,-1.6282458499675223
intercept,15.525119011532292
